time,concNno3pm25
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,0.024
2012-07-15,0.013999999999999999
2012-08-15,0.01
2012-09-15,0.014000000000000002
2012-10-15,0.028000000000000004
2012-11-15,0.034
2012-12-15,0.046
2013-01-15,0.382
2013-02-15,0.184
2013-03-15,0.08399999999999999
2013-04-15,0.08399999999999999
2013-05-15,0.05800000000000001
2013-06-15,0.022000000000000002
2013-07-15,0.022000000000000002
2013-08-15,0.018
2013-09-15,0.028000000000000004
2013-10-15,0.05600000000000001
2013-11-15,0.162
2013-12-15,0.43
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,0.26599999999999996
2015-02-15,0.534
2015-03-15,0.154
2015-04-15,0.04
2015-05-15,0.036
2015-06-15,0.038
2015-07-15,0.014000000000000002
2015-08-15,0.019999999999999997
2015-09-15,0.033999999999999996
2015-10-15,0.05600000000000001
2015-11-15,0.124
2015-12-15,0.266
2016-01-15,2.072
2016-02-15,0.6479999999999999
2016-03-15,0.628
2016-04-15,0.26799999999999996
2016-05-15,0.23000000000000004
2016-06-15,0.10600000000000001
2016-07-15,0.13199999999999998
2016-08-15,0.242
2016-09-15,0.3
2016-10-15,0.9640000000000001
2016-11-15,0.9559999999999998
2016-12-15,1.9040000000000004
2017-01-15,0.27599999999999997
2017-02-15,0.534
2017-03-15,0.24000000000000005
2017-04-15,0.092
2017-05-15,0.038000000000000006
2017-06-15,0.014000000000000002
2017-07-15,0.026000000000000002
2017-08-15,0.038
2017-09-15,0.036
2017-10-15,0.044
2017-11-15,0.53
2017-12-15,0.184
2018-01-15,0.134
2018-02-15,0.256
2018-03-15,0.11000000000000001
2018-04-15,0.13999999999999999
2018-05-15,0.22199999999999998
2018-06-15,0.10200000000000001
2018-07-15,0.13
2018-08-15,0.096
2018-09-15,0.09200000000000001
2018-10-15,0.11200000000000002
2018-11-15,0.10799999999999998
2018-12-15,0.23600000000000004
2019-01-15,0.39
2019-02-15,0.21200000000000002
2019-03-15,0.15
2019-04-15,0.178
2019-05-15,0.062
2019-06-15,0.038
2019-07-15,0.048
2019-08-15,0.042
2019-09-15,0.052000000000000005
2019-10-15,0.11600000000000002
2019-11-15,0.030000000000000006
2019-12-15,0.22800000000000004
