time,concCocpm25
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,0.3016912043094635
2012-05-15,0.7523118853569031
2012-06-15,0.7566109299659729
2012-07-15,0.9387077689170837
2012-08-15,0.5712642073631287
2012-09-15,1.027071237564087
2012-10-15,0.5266433954238892
2012-11-15,0.5255725383758545
2012-12-15,0.49847736954689026
2013-01-15,0.3334178328514099
2013-02-15,0.3743758499622345
2013-03-15,0.2998836934566498
2013-04-15,0.5497836470603943
2013-05-15,0.5279783010482788
2013-06-15,0.9993215799331665
2013-07-15,1.556003451347351
2013-08-15,1.5902371406555176
2013-09-15,0.8855307698249817
2013-10-15,0.4979327917098999
2013-11-15,
2013-12-15,0.6425033211708069
2014-01-15,0.38958272337913513
2014-02-15,
2014-03-15,0.623475968837738
2014-04-15,0.535820484161377
2014-05-15,0.5086178779602051
2014-06-15,0.4539271593093872
2014-07-15,0.8479985594749451
2014-08-15,0.5374433994293213
2014-09-15,0.5776328444480896
2014-10-15,
2014-11-15,0.5955067276954651
2014-12-15,0.5630989670753479
2015-01-15,0.6540202498435974
2015-02-15,0.38818877935409546
2015-03-15,0.6365379095077515
2015-04-15,0.5616555213928223
2015-05-15,0.5181163549423218
2015-06-15,1.243593692779541
2015-07-15,0.9969242811203003
2015-08-15,0.9355905055999756
2015-09-15,
2015-10-15,0.5468296408653259
2015-11-15,0.7076912522315979
2015-12-15,0.8882643580436707
2016-01-15,0.5654376745223999
2016-02-15,0.3815529942512512
2016-03-15,0.5416086912155151
2016-04-15,0.3881131410598755
2016-05-15,0.4156334400177002
2016-06-15,0.5871063470840454
2016-07-15,1.4751238822937012
2016-08-15,1.0088094472885132
2016-09-15,1.2215033769607544
2016-10-15,0.8648021221160889
2016-11-15,0.5184342265129089
2016-12-15,0.5735154747962952
2017-01-15,
2017-02-15,
2017-03-15,
2017-04-15,
2017-05-15,
2017-06-15,
2017-07-15,
2017-08-15,
2017-09-15,
2017-10-15,
2017-11-15,
2017-12-15,
2018-01-15,
2018-02-15,
2018-03-15,
2018-04-15,
2018-05-15,
2018-06-15,
2018-07-15,
2018-08-15,
2018-09-15,
2018-10-15,
2018-11-15,
2018-12-15,
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
